order_id,city_tier,order_hour,order_month,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,traffic_level_score,weather_severity_score,customer_rating,order_value,discount_amount,final_amount_paid,number_of_items,cancellation_flag,delayed_delivery_flag,promo_code_used,premium_customer_flag,festival_or_weekend_flag
03a30178-ea45-430d-afef-614275bac5c0,1,21,1,14.01,47,86,1.7,8.7,4.1,178.44,6.6,194.03,5,FALSE,FALSE,TRUE,TRUE,FALSE
ac0e3150-4ce9-4602-b8ac-468903852186,2,7,5,5.15,23,65,6.9,7.4,3.7,101.52,24.08,97.21,6,FALSE,FALSE,FALSE,FALSE,FALSE
1e5fa77c-d8f1-4464-873a-207c5464dc55,3,20,3,6.28,21,64,9.6,6.2,3.9,100,16.9,91.08,2,FALSE,FALSE,FALSE,FALSE,FALSE
57d1650b-080d-4ca6-bd4e-7b1b2ffac7d5,1,10,2,12.27,5,31,1.1,2.6,3.3,100,26.3,85.91,7,FALSE,FALSE,TRUE,FALSE,TRUE
56127168-e4e5-45ba-b4e4-bb4d99b3ea9b,2,2,9,22.55,19,91,7.4,1.5,4.1,100,21.64,85.69,2,FALSE,FALSE,FALSE,FALSE,FALSE
a9d4fa25-92fc-4eea-9cb0-712d137d9721,1,9,6,22.56,59,106,1.7,0.2,4.1,108.18,16.65,118.37,8,FALSE,FALSE,TRUE,FALSE,FALSE
6d713f43-7fa4-4aad-878b-87d61f1ee402,1,22,2,10.31,51,81,5.5,2,4.6,134.53,24.15,128.27,4,FALSE,FALSE,FALSE,TRUE,FALSE
a22658a0-076a-4529-9b7b-0475807940ab,3,15,3,29.56,60,149,2.9,9,3.9,100,13.74,102.68,8,FALSE,FALSE,TRUE,FALSE,FALSE
573bdea6-95f3-47bc-9bbd-fad3401f4baa,3,16,10,14.01,12,70,5.4,8.2,3.8,100,14.5,106.57,11,FALSE,FALSE,FALSE,FALSE,FALSE
5003433b-188d-491b-bdd7-b0876e9fe7cb,1,11,5,35.35,28,133,5.1,8.6,3.1,100,23.42,85.91,4,FALSE,FALSE,TRUE,TRUE,FALSE
a8432759-5347-40fd-a985-0b7053a96091,1,11,8,21.13,27,92,2.2,9.4,4.6,100,10.78,119.06,8,FALSE,FALSE,FALSE,FALSE,FALSE
290d87a7-51cc-49ee-8bb8-381a4b60a75a,3,5,12,14.7,17,83,6.1,7.9,4.5,113.1,14.13,112.07,7,FALSE,FALSE,FALSE,FALSE,FALSE
2cd0fb76-1586-4450-82a5-043834b2934e,3,13,1,0.65,47,51,5.9,4,4,100,21.25,89.73,8,FALSE,FALSE,FALSE,FALSE,FALSE
c6a1b14b-3c63-41f1-b0a8-b7575f658bbe,2,9,5,2.79,24,33,5.1,9.1,3.3,100,5.54,113.64,7,FALSE,FALSE,FALSE,FALSE,FALSE
c7123d43-5052-4c10-bf1e-5353ed9cf268,1,10,3,29.37,40,117,1,7.9,3.3,100,5.1,119.27,6,FALSE,FALSE,FALSE,FALSE,FALSE
fb9fd29d-16a6-44b4-98c3-2b670cb0bff5,3,17,6,10.71,21,80,9.5,9.4,3.7,100,26.98,90.07,6,FALSE,FALSE,FALSE,FALSE,FALSE
4f8b40da-1e55-47dc-813f-d0b249ae548d,3,9,3,4.71,37,54,3.4,6,4.5,106.82,15.64,94.93,9,FALSE,FALSE,FALSE,FALSE,TRUE
c58ed51d-9bda-4043-98bc-1335e5cf22a3,3,10,3,28.91,48,119,2.8,4.4,4.2,129.48,29.32,107.08,10,FALSE,FALSE,FALSE,FALSE,TRUE
556b9df9-cd33-4ab9-8750-732ada9e9ce1,2,8,4,0.5,40,50,7.5,2.9,3.2,100,4.68,101.25,2,FALSE,FALSE,FALSE,FALSE,FALSE
c370ace5-94ee-4fcf-8c56-28583f73f512,3,22,4,5.65,37,65,7.1,4.6,4.2,100,21.55,100.21,10,FALSE,FALSE,TRUE,FALSE,FALSE
34d60d99-1146-4656-99e8-dfc79f12e411,3,13,10,35.05,26,125,5.7,10,3.5,100,21.28,91.44,8,TRUE,FALSE,FALSE,FALSE,FALSE
b6683e02-7cff-4c15-b72d-3ad0aa9222dc,3,18,11,14.91,17,65,1,5,3.7,100,25.57,100.4,1,FALSE,FALSE,FALSE,TRUE,FALSE
30a0629c-d22f-4c96-8fdb-f233d40390b0,2,3,7,18.76,34,69,1,9.3,4.5,130.67,9.19,133.74,10,FALSE,FALSE,FALSE,TRUE,FALSE
e23ac0ab-768f-49b8-9a24-b7a8b57fcf30,1,20,10,38.26,7,131,8.7,5.9,4.4,100,0.42,107.28,1,FALSE,FALSE,TRUE,FALSE,FALSE
c3870224-3ce5-43f1-8cbe-5a9bb86d6ee9,3,6,12,22.6,52,112,2.7,3.5,4.6,135.03,15.8,148.91,3,FALSE,FALSE,FALSE,FALSE,FALSE
662adc9f-5e97-4a1c-aa08-c7bda8340fed,3,4,4,25.8,36,111,1.7,7,4,100,18.57,105.83,4,FALSE,FALSE,TRUE,FALSE,FALSE
31e3b3f5-877c-45f6-8106-7493c0cea287,2,0,3,25.5,24,90,4.7,8.1,4.5,100,21.33,106.13,12,FALSE,FALSE,TRUE,FALSE,FALSE
34e8f7ce-fe4d-4ae7-8330-e7a0c0522491,1,22,4,21,18,74,1,1.8,3.7,100,28.28,105.12,11,FALSE,FALSE,TRUE,FALSE,TRUE
5d1175be-0ade-46a6-8c48-0bf502d2e94b,1,2,7,37.97,49,151,4.8,7.3,3.9,100,24.08,89.2,2,FALSE,FALSE,FALSE,FALSE,FALSE
f9ca0fb8-a8a2-4a27-8126-2ca601813c1e,3,4,5,34.52,46,154,2.1,9,3.8,100,24.58,82.57,4,FALSE,TRUE,TRUE,FALSE,FALSE
ba2954ed-69d3-4458-88c7-5ff2a6550935,3,5,6,29.97,48,138,9.3,2,4,100,2.52,119.05,5,FALSE,FALSE,TRUE,FALSE,TRUE
5c83748a-469d-47de-b3a1-30d65a04a872,3,6,3,37.83,48,138,2.9,5.7,3.3,145.99,0.55,155.7,7,FALSE,FALSE,TRUE,FALSE,FALSE
dcec97bd-64b0-40bd-93b1-7720869f830b,3,8,3,29.37,8,85,6.6,3.9,3.9,108.08,10.31,125.06,3,TRUE,FALSE,TRUE,FALSE,FALSE
c3a46dd0-bd85-4751-8ca7-4132e50386dd,2,5,8,6.69,55,69,4.8,2.2,4.8,100,0.91,125.98,10,FALSE,FALSE,TRUE,FALSE,FALSE
16299364-703d-4650-9d89-0f0c0351ee17,3,9,5,2.3,12,25,1,1.3,3.4,100,19.19,100.86,9,FALSE,FALSE,FALSE,FALSE,FALSE
95cee422-2ddb-489e-8e02-96e7ff01a316,3,16,12,16.05,13,74,5.6,2,3.3,100,28.4,98.02,3,TRUE,FALSE,TRUE,FALSE,FALSE
28e686ef-a823-46fd-948a-a0bc011c1c04,3,18,10,9.69,9,55,6.1,6.8,3.3,100,9.23,114.16,11,FALSE,FALSE,FALSE,FALSE,FALSE
ca36450b-c774-4e47-bc6e-7094e5ddfc1e,3,16,9,1.89,33,57,9,4.4,5,109.98,21.78,115.76,10,FALSE,FALSE,FALSE,FALSE,FALSE
825376a3-4327-45a9-913e-969dd7254c1f,2,10,7,3.39,37,52,5.5,4.2,4.3,114.84,20.81,111.75,8,TRUE,FALSE,TRUE,FALSE,FALSE
7c4662ed-a313-4e70-9a31-d0722ca4baff,1,2,10,0.59,34,40,2.8,3.6,3.9,100,0.75,126.61,9,FALSE,FALSE,TRUE,FALSE,TRUE
3364dbe5-92dd-453b-aa5b-82be705eb121,1,21,10,28.77,6,100,2,5.9,4,100,21.61,102.41,3,FALSE,FALSE,TRUE,FALSE,FALSE
4b48d1bc-7a55-436c-b195-d5ae062b725a,3,22,10,16.15,46,95,8.3,3.1,4.1,132.76,25.93,117.57,5,TRUE,FALSE,FALSE,FALSE,FALSE
114ccdd4-4563-44f9-a7f8-1f962cc1b005,3,20,11,13.5,43,98,7.5,6.5,3.6,100,2.53,122.41,9,FALSE,FALSE,TRUE,FALSE,FALSE
49e14e58-8be9-4df5-9ff4-0475b688e2dc,1,16,9,37.14,22,129,9.8,2,3.7,100,28.31,85.7,3,FALSE,FALSE,FALSE,TRUE,TRUE
d80c8d51-7d2a-4dc2-817c-348f20af00c7,3,0,8,18.16,56,130,8.7,9.6,3.9,104.56,4.61,119.8,11,FALSE,FALSE,FALSE,TRUE,FALSE
84cae857-1f41-41be-8e11-e6b912f59ba3,3,20,11,21.93,7,84,6.9,3.1,3.6,100,28.53,90.14,9,FALSE,FALSE,FALSE,FALSE,FALSE
c91ad2ba-2e2f-4383-8374-c62c25177e57,2,4,7,3.62,58,87,7.1,6.4,3.8,100,26.17,97.14,3,FALSE,FALSE,TRUE,FALSE,FALSE
9f89905c-cf93-4aaa-a5fb-13ae263996b9,2,0,10,2.27,42,75,6.5,5.1,4.2,128.29,23.33,138.93,10,TRUE,TRUE,FALSE,FALSE,TRUE
ba308182-ca4d-4d9a-ac24-354c3265b546,2,13,6,2.31,33,21,1.4,4.8,3.5,100,10.41,103.49,7,FALSE,FALSE,FALSE,FALSE,FALSE
d4653716-5306-4c7f-bcbc-6932e36719cb,3,10,4,19.38,22,85,3.8,3.3,5,100,1.81,124.49,9,FALSE,FALSE,TRUE,TRUE,FALSE
35fb3e59-5b95-4aaa-aa77-2aa050741db7,3,22,1,11.35,53,79,1,1.8,4.4,100.95,9.3,112.74,8,FALSE,FALSE,TRUE,TRUE,TRUE
4e86f530-0430-4796-b9dc-4aa8355ab9fc,3,0,1,23.21,40,109,6.3,1.7,3.3,100,16.74,90.22,4,FALSE,FALSE,FALSE,FALSE,FALSE
79332c6c-2dc7-4651-bc9a-da18e2f4c607,2,13,2,7.85,22,50,5.1,0.7,2.6,100,11.02,102.17,12,FALSE,FALSE,FALSE,FALSE,FALSE
8af6e41d-5a55-4e4c-8741-813848f1b6fa,1,4,11,14.77,41,98,9,5.3,3.6,108.52,11.09,121.79,4,FALSE,FALSE,TRUE,TRUE,FALSE
ea68364a-7307-4637-ab7d-e70f13ae15a0,2,18,9,2.29,48,64,6.5,2.7,4.4,100,20.93,97.12,11,FALSE,FALSE,TRUE,FALSE,FALSE
cbbb267e-fb6a-4906-9a1b-3e4476338dcc,3,0,12,27.69,9,102,7.3,2.4,4.3,100,10.97,110.97,9,FALSE,FALSE,FALSE,FALSE,FALSE
ca905eff-dd04-4efa-b01f-a598bd46d8fe,3,13,2,34.33,32,138,4.6,7.2,3.9,138.48,9.78,145.9,9,FALSE,FALSE,FALSE,FALSE,TRUE
d5dfce93-b584-4028-8ccd-7b9a204b3151,3,13,6,36.54,31,140,5.4,9,3.7,164.1,24.97,175.29,6,FALSE,FALSE,TRUE,TRUE,FALSE
9130e70d-5669-4afc-81d4-b1a7f4d4cc7a,3,3,9,3.29,6,25,5,2.2,3.5,100,20.53,102.26,2,FALSE,FALSE,TRUE,FALSE,FALSE
86d8d3a6-efba-4699-aa4b-eb91af306e13,1,20,2,30.59,30,121,6.9,4.4,3.8,100,26.97,85.49,3,FALSE,FALSE,FALSE,FALSE,FALSE
99f5b0ea-368e-46d9-a3a2-cd056bcbb629,3,17,10,39.47,24,122,3,0.6,3.4,106.84,23.35,114.49,2,FALSE,FALSE,FALSE,FALSE,FALSE
d5f19cf4-c937-4753-8ea3-19c408e4a4fc,2,18,6,34.43,42,140,2,1.4,3.8,100,14.94,99.18,7,FALSE,TRUE,TRUE,TRUE,FALSE
eb10b99a-b628-444e-ba73-c2a565ad5cb6,3,16,4,29.02,34,99,2.9,2.1,4.7,100,5.88,109.04,12,FALSE,FALSE,FALSE,FALSE,FALSE
1a522137-7c5b-432c-a80c-2f42b4a36b6d,3,20,8,19.2,45,109,5.4,5.7,3.6,100,25.12,91.19,10,TRUE,FALSE,FALSE,TRUE,FALSE
5a75aef9-7133-4cb7-b127-fcb410e4715a,1,20,4,10.37,54,90,3.5,5,4.3,113.59,20.83,110.18,3,FALSE,FALSE,TRUE,FALSE,FALSE
b521e19c-f339-4e5d-95c6-589d1c212a83,3,6,3,5.55,57,71,5.9,2.4,4.4,145.56,21.17,155.61,8,FALSE,FALSE,TRUE,FALSE,TRUE
8af96da5-eb3a-403c-aa91-4d854029eccd,3,15,9,0.55,18,48,8,9.2,3.4,160.75,4.35,172.69,8,FALSE,FALSE,FALSE,TRUE,FALSE
a4cff789-beb2-4284-9341-f3ce31c59170,1,7,1,35.52,36,144,1,9.5,3.5,155.89,15.91,148.97,3,FALSE,FALSE,TRUE,FALSE,TRUE
381a0711-0608-44fc-936e-8460787f5255,3,17,10,15.62,11,54,4.4,0.2,4.6,100,18.71,87.3,5,FALSE,FALSE,TRUE,FALSE,FALSE
299d4bf4-d053-476d-a517-befa40a6030b,1,12,12,27.83,60,148,5.7,5.8,3.5,100,12.34,99.41,4,TRUE,FALSE,FALSE,TRUE,TRUE
39839edd-c1e4-432e-b56a-138c9e1ca9bd,3,4,7,20.27,59,124,3,7.3,4,121.97,13.92,138.58,11,TRUE,FALSE,TRUE,TRUE,FALSE
75089b6d-2a80-490f-a6d2-a0e4ed10d9c0,2,9,3,24.79,16,84,5.9,2.6,5,111.27,23.29,123.69,4,FALSE,FALSE,FALSE,TRUE,FALSE
cf15d0e1-fbb5-4556-8bd4-17fa3eeb5126,3,13,11,16.76,58,87,1,3.5,4.5,135.61,15.62,123.29,6,TRUE,FALSE,FALSE,FALSE,FALSE
872d5e3d-dd97-459a-bbe4-e7f96c36019f,3,17,8,13.55,38,81,2.2,7.7,4,100,21.43,97.07,6,FALSE,FALSE,TRUE,FALSE,FALSE
e371087c-42b1-4421-ab7d-6b3ab7eb0776,2,13,8,18.77,39,90,4.1,9.2,4.5,100,9.36,105.53,6,FALSE,FALSE,TRUE,FALSE,FALSE
b1161c4f-7ffc-4a84-9c80-0282eaf8cbf1,1,23,10,39.9,58,133,1,5.5,4,100,9.57,95.4,5,FALSE,FALSE,TRUE,TRUE,TRUE
da21604f-2296-4745-a831-978f2ed23c7c,3,2,11,0.67,12,25,7.2,2.4,4.6,100,15.91,107.36,1,FALSE,FALSE,TRUE,FALSE,FALSE
689d997f-a7ea-4b19-9290-339b460ffedb,3,22,10,30.14,44,140,2.2,5.4,2.9,123.19,2.51,126.91,6,FALSE,TRUE,FALSE,FALSE,FALSE
f8ca37f8-b849-4f55-b98d-b527eb4eea3a,3,15,5,3.66,29,46,6.9,2.5,3.9,127.22,27.55,106.09,8,FALSE,FALSE,TRUE,FALSE,TRUE
d1b10351-1a2f-45f6-b241-b1a65aedee39,1,12,1,28.68,26,123,8.1,7.7,2.9,100,6.05,112.48,3,TRUE,FALSE,FALSE,FALSE,FALSE
8dfa1567-1a9c-4dc3-9e7e-8ecb46f0baf4,3,21,4,33.22,39,133,2.9,4.5,4.1,100,12.19,95.53,11,FALSE,FALSE,FALSE,FALSE,FALSE
7c4b5ba6-32af-4c1d-9cd3-6c0211289a56,3,14,3,7.88,53,70,1,4.2,3.9,100,18.9,114.46,3,FALSE,FALSE,FALSE,TRUE,FALSE
9319fbed-ceb1-4159-9195-4036b6ad9813,3,18,7,16.83,42,79,1.4,2.6,4.7,196.53,19.37,198.88,12,FALSE,FALSE,FALSE,TRUE,TRUE
50385fea-e09c-41e8-a2ae-b2a8d7b7334e,2,17,5,21.22,35,101,4.4,0.5,4.4,100,4.36,121.74,5,FALSE,FALSE,FALSE,TRUE,FALSE
6928df1b-0b2a-4642-a692-279bab2894d0,3,0,9,4.56,7,42,8.2,6,3.7,146.56,15.64,156.8,5,FALSE,FALSE,TRUE,FALSE,FALSE
82a83cb2-9e92-4782-88bc-48fe8ad595a3,2,7,8,27.15,22,106,3.7,9.6,3.8,150.57,17.93,152.12,1,FALSE,FALSE,FALSE,FALSE,TRUE
5aa6732b-1b36-443b-b092-874f15a31264,3,22,1,30.56,54,145,2.7,9.4,4.2,100,12.61,113.67,1,TRUE,FALSE,TRUE,FALSE,FALSE
db3168c9-b3ef-4f20-90a3-0c158c188267,2,9,11,11.31,8,37,2.1,4,3.7,100,16.02,112.99,8,FALSE,FALSE,TRUE,TRUE,FALSE
67c86f9c-9131-494b-a60b-ace83baae4e1,3,15,12,38.41,56,144,1,7.7,4,100,13.28,105.85,4,FALSE,FALSE,FALSE,FALSE,FALSE
77d9b532-d2cb-44d8-a09c-ae2063811a26,1,6,2,25.63,6,80,7,6.6,4.7,100,15.98,110.39,11,FALSE,FALSE,FALSE,FALSE,FALSE
75ce9087-0de1-494c-9380-dfd0b46e73bc,3,1,11,14.83,17,73,6.7,2.3,3.5,100,27.47,75,2,FALSE,FALSE,FALSE,FALSE,FALSE
f3f7170c-011d-47f7-857e-b7c2bd13c42b,3,10,8,14,53,101,8.3,5.5,3.8,100,4.87,119.05,12,FALSE,FALSE,FALSE,FALSE,FALSE
eb412485-930c-417d-938f-9a650e545836,3,19,11,27.65,54,135,4,5.4,3.8,129.92,7.74,139.27,11,FALSE,FALSE,TRUE,FALSE,FALSE
cd80daa1-6473-4d2b-ab64-960ad4e3d9ac,3,1,8,11.94,21,66,6.3,4.5,5,126.55,7.28,152,9,FALSE,FALSE,FALSE,FALSE,FALSE
88b71b88-fdd6-477d-a419-28241cc8ab60,3,5,9,14.9,24,61,1,9,4.3,100,23.13,92.19,6,TRUE,FALSE,FALSE,FALSE,FALSE
954616ff-59a3-4349-b94a-b42caae869b9,1,12,6,27.23,38,113,3.9,6.2,4.6,142.57,7.61,152.82,12,FALSE,FALSE,FALSE,FALSE,FALSE
5d1b60ce-3d5b-4026-a2da-8001032311df,3,10,10,24.55,16,104,8.8,3.5,4.4,100,14.41,118.69,3,FALSE,FALSE,TRUE,FALSE,FALSE
db39b4a3-c68f-4db5-abcf-5619740cf99f,2,16,4,29.38,18,93,3.2,0.8,4.5,100,8.87,107.63,7,FALSE,FALSE,TRUE,TRUE,FALSE
e31d33b9-f8f4-4ef7-bbae-ea96ee023c85,1,18,5,10.47,47,86,1,7.8,4.3,100,13.44,104.01,1,FALSE,FALSE,FALSE,FALSE,TRUE
0efb8340-2c05-4801-8768-1a872a9df0fe,3,14,8,29.98,27,105,6.1,0,4.2,100,21.43,96.08,5,FALSE,FALSE,FALSE,TRUE,FALSE
e4597bb4-f462-4ca0-a360-211d1a82c752,3,1,1,15.66,25,80,6.9,1,3.2,168.27,4.68,197.88,5,FALSE,FALSE,TRUE,TRUE,FALSE
ded1fc03-71d0-44d6-8f3f-c3777b68539a,3,22,2,19.97,44,80,4,0.5,4.2,141.41,0.84,154.61,11,FALSE,FALSE,FALSE,TRUE,FALSE
372e2a01-031c-4808-869e-9b2ac338df1c,2,14,2,34.61,25,111,1.8,1.7,3.9,100,13.94,105.19,10,TRUE,FALSE,FALSE,FALSE,FALSE
d008e506-df69-4650-a984-1604b4a8cd4e,2,18,11,12.75,57,101,6.3,9.3,4.3,100,8.69,109.63,7,TRUE,FALSE,FALSE,FALSE,FALSE
b02318e7-d817-40a0-844a-1fff2768c9fe,1,13,5,15.33,11,43,1.9,1.8,4,139.99,16.72,148.69,6,FALSE,FALSE,FALSE,FALSE,FALSE
ad9dbda4-a2fc-46e6-adef-ffb22ad3be7e,3,16,8,1.8,17,39,5.5,0.7,4.4,117.3,16.58,113.83,11,FALSE,FALSE,TRUE,TRUE,FALSE
f799a44e-2221-42d2-9849-c91d5ee5fd70,2,23,10,33.78,16,114,5.7,6.9,4.5,162.26,9.21,170.66,8,FALSE,FALSE,FALSE,TRUE,FALSE
155c8eef-329f-42a0-aa7c-4f60edd39363,2,17,3,20.76,45,101,5.3,5.4,2.4,100,3.17,111.41,11,FALSE,FALSE,FALSE,FALSE,FALSE
dcbc5770-2eac-427f-a5cc-4de55c595c9c,3,10,12,23.61,30,116,8.5,4,3.8,100,13.65,96.15,1,TRUE,FALSE,TRUE,FALSE,FALSE
ca81d3c9-d83f-4796-adab-517efdcdd4f9,2,7,7,12.67,20,67,7.1,3,3,100,4.12,116.48,12,FALSE,FALSE,FALSE,FALSE,FALSE
c43622b7-3e46-401d-b0ca-041a52de9d11,3,7,10,8.58,23,70,8.5,4.8,4.1,124.91,16.64,115.4,9,FALSE,FALSE,FALSE,FALSE,FALSE
4920fff1-2d86-430e-8c5f-7f12dd06882c,2,1,3,3.75,33,40,6.2,3.6,3.8,153.62,13.35,166.95,11,FALSE,FALSE,FALSE,FALSE,TRUE
21fc79f0-f8e1-44fe-b401-1ced8de6897b,2,12,11,33.1,21,113,6.8,4.2,4.7,100,27.57,97.67,11,FALSE,FALSE,FALSE,FALSE,FALSE
cf9278d4-4b74-43fa-b722-f0d1f9a2b133,3,16,6,7.3,19,65,6.7,0.8,4.1,100,14.85,92.99,10,FALSE,TRUE,TRUE,FALSE,FALSE
71f70b40-ffff-4c86-a78d-9c9cbe58cdca,3,4,3,27.91,21,100,2.1,1.8,3.7,100,7.37,105.64,6,FALSE,FALSE,TRUE,FALSE,FALSE
1d7df1a2-bfc7-403a-9aaa-154acc977acb,3,23,3,1.72,9,25,8.4,3.6,4.5,173.68,20.03,178.76,2,FALSE,FALSE,TRUE,TRUE,FALSE
2820eaa2-4deb-41ed-8848-59a6000a0b1c,3,9,12,5.32,45,73,4.1,9.2,3.8,100,27.98,93.31,4,FALSE,FALSE,FALSE,FALSE,FALSE
b5f4dbea-3a82-4ade-be4d-ca4231424af2,3,20,6,10.18,13,48,5.4,5.9,3.7,109.79,12.96,108.86,2,FALSE,FALSE,TRUE,TRUE,FALSE
6f45da4e-ed47-4fc3-a941-8daab2778ee1,3,20,3,3.63,33,53,1,2.9,4.2,110.71,24.34,107.84,9,FALSE,TRUE,FALSE,FALSE,TRUE
e8e82a79-ced0-4b46-8783-ec30fabe2d51,3,1,10,0.99,29,35,6.9,9.2,4.9,144.42,21.64,142.31,11,FALSE,FALSE,FALSE,FALSE,FALSE
b01d9510-0dde-4a29-bd43-8aa1d540e456,3,11,3,22.38,5,71,1,4.4,4.5,103.97,5.38,101.27,4,FALSE,FALSE,FALSE,FALSE,TRUE
c776c021-78e9-40ea-b15e-895fb8dbc2b4,2,21,5,2.72,35,54,7,1.8,4.3,100,13.54,94.51,7,TRUE,FALSE,TRUE,FALSE,FALSE
f7f65ade-a47e-42f4-b5ce-d8b50c6d759f,2,5,5,12.81,30,60,2.9,5,5,100,4.35,127.37,6,FALSE,FALSE,FALSE,FALSE,FALSE
2c2a18ca-4cf7-41dc-8d91-09571bf320db,1,2,1,11.73,39,81,7.7,4.5,3.6,100,12.03,107.02,5,FALSE,FALSE,FALSE,FALSE,FALSE
ac79a3b7-fb0c-4c74-b459-253ccfa332e1,3,14,5,5.64,47,71,1.5,8.8,3.6,100,15.47,98.26,8,TRUE,FALSE,TRUE,FALSE,TRUE
07702cc5-b5b1-47d7-80fb-fc30fb56f62e,3,9,8,3.32,11,17,3.2,5.1,4.1,118.46,24.35,100.14,3,FALSE,FALSE,FALSE,TRUE,FALSE
9db9dbb9-11c8-4a7e-ad1f-540e6457bfc7,3,22,10,8.21,13,43,4.7,8.6,4.8,113.39,7.82,118.42,5,FALSE,FALSE,TRUE,FALSE,FALSE
aeff6e9e-79c7-4475-ab95-ef4f730ed4f3,3,7,4,3.95,55,69,5.2,3.8,3.5,100,26.96,88.27,7,FALSE,FALSE,FALSE,TRUE,FALSE
4397ca9f-c93b-4c27-97d4-53b19ea7fd79,1,21,6,3.38,19,45,9.3,6.5,5,103.42,20.5,108.3,8,FALSE,FALSE,TRUE,FALSE,FALSE
de8c19df-1a73-49aa-a1b7-ffd3110beca3,3,1,2,25.47,37,112,5.3,8.4,3.2,100,9.33,109.19,3,FALSE,FALSE,TRUE,FALSE,FALSE
13faa01e-c349-44e4-a09e-1842902b8a65,1,7,8,29.62,34,115,2,6.5,3.9,100,18.53,93.22,3,FALSE,FALSE,TRUE,FALSE,FALSE
c50ac023-1b84-4dcd-9826-aade1f2d5ed7,2,11,1,15.87,39,89,7.2,7.2,4.1,100,21.92,96.99,1,FALSE,FALSE,FALSE,FALSE,FALSE
5faffebf-19c9-41ef-9ffd-46f28ed69fe4,3,18,5,10.9,58,85,2,5,3.5,100,13.63,90.06,10,FALSE,FALSE,TRUE,FALSE,FALSE
9fa56483-cda0-4570-a2c0-3d7f3bed426c,3,8,6,9.56,53,79,4.5,1.2,3.7,100,19.35,109.95,1,FALSE,FALSE,TRUE,FALSE,FALSE
72a108e2-506c-4b68-8924-aa7b075606df,3,21,10,37.42,6,129,7.7,6.1,4.4,100,21.78,104.1,10,TRUE,FALSE,FALSE,FALSE,FALSE
0be1f65e-41b5-47a8-b1a5-74cbfee1dc16,3,13,6,8.25,9,39,4.6,8.2,4.8,173.48,27.88,157.69,3,FALSE,FALSE,TRUE,TRUE,TRUE
fbe2cd6b-d939-44a6-aa97-f19847c9979b,3,4,12,3.94,37,65,9.9,7.2,2.8,100,20.7,99.8,7,FALSE,FALSE,FALSE,FALSE,FALSE
c0a5993d-6d8e-4c79-a5a0-5c9eafd24a20,3,22,4,9.91,13,60,3.5,8.3,4.1,100,3.42,123.97,2,FALSE,FALSE,TRUE,FALSE,FALSE
bfd29c91-1cab-45b9-b57b-a01f76ceb12a,3,22,2,19.04,47,84,5.1,0.6,3.9,100,4.88,127.86,7,FALSE,FALSE,FALSE,FALSE,FALSE
f66b65ed-869d-40ae-a8e6-f26d424624ed,3,19,8,4.17,18,45,6.1,4.5,4.1,164.55,6.28,172.72,2,FALSE,FALSE,FALSE,TRUE,FALSE
736d9d3d-036a-4b38-aee9-962f30b89008,3,23,12,19.55,29,75,1.2,0.1,3.8,143.79,9.34,164.09,5,FALSE,FALSE,FALSE,TRUE,FALSE
8c1705fb-7981-4757-96c9-165c1dd31003,3,22,12,22.94,56,102,4.4,8,3.3,100,8.86,111.9,3,FALSE,FALSE,TRUE,FALSE,FALSE
266b67e5-a727-49fc-8855-be5035b84dc7,2,2,10,26.13,33,96,2.4,2.2,4.8,100,16.7,102.93,4,FALSE,FALSE,FALSE,FALSE,FALSE
704f0284-f235-44c3-92cd-969215117da4,1,6,6,18.18,46,106,4.4,7.7,4.6,100,6.07,113.11,5,FALSE,FALSE,FALSE,TRUE,FALSE
2ed89c95-649c-4598-9dd5-5a199242e13b,3,20,9,34.09,22,127,7.4,7.3,3.9,100,16.66,99.47,11,FALSE,FALSE,FALSE,FALSE,FALSE
fc5b2172-5e35-4902-8875-bc281a62e3a7,3,23,7,11.28,34,57,2.3,0.6,3.7,100,26.78,87.96,2,FALSE,FALSE,TRUE,FALSE,FALSE
1846aa7f-c115-4da0-9842-da305240e68c,3,15,8,11.05,31,66,4.5,2.2,3.7,100,12.35,116.22,1,FALSE,FALSE,FALSE,TRUE,FALSE
5fa675eb-e13b-403a-8706-59f8a0bfab6e,2,9,6,11.21,28,86,7.7,8.2,2.6,100,6.18,122.33,8,FALSE,FALSE,TRUE,FALSE,FALSE
60ea59b4-360d-49cc-b925-dc9b7aa10552,3,16,10,30.18,47,132,5.1,2.9,4.2,100,26.62,96.04,1,FALSE,FALSE,FALSE,FALSE,FALSE
8030e947-fdde-48cf-b48f-55eb89a74e7c,1,7,10,36.93,10,105,5.1,0,4.4,133.03,25.55,132.09,4,FALSE,FALSE,FALSE,FALSE,TRUE
ae686ba9-77e0-4ea3-ba18-f17428d5093a,3,5,5,10.09,43,55,1.5,2.7,4.1,117.25,25.41,107.33,12,FALSE,FALSE,TRUE,FALSE,FALSE
aa42e51a-ea73-48c9-bf17-38b299533967,3,2,12,14.97,39,94,4.3,8.2,4,100,3.81,113.23,5,FALSE,FALSE,FALSE,FALSE,FALSE
105467e2-71f6-4adf-9cf7-546dbeec3114,2,21,12,6.61,44,49,2.7,0.7,4.1,122.9,16.01,138.56,3,FALSE,FALSE,TRUE,TRUE,FALSE
